local_time,city,latitude,longitude,AT,RH,PM2_5,PM10
28-04-2025 19:00,Varanasi,25.307449,83.006867,24.53,29.81,24.48,90.47
28-04-2025 19:00,Varanasi,25.2799085,82.9795844,31.39,42.42,38.48,70.36
28-04-2025 20:00,Varanasi,25.307449,83.006867,27.01,36.09,28.35,81.83
28-04-2025 20:00,Varanasi,25.2799085,82.9795844,30.46,46.71,36.12,71.79
28-04-2025 21:00,Varanasi,25.307449,83.006867,22.81,32.1,29.54,118.49
28-04-2025 21:00,Varanasi,25.2799085,82.9795844,29.75,48.21,40.37,59.41
28-04-2025 22:00,Varanasi,25.307449,83.006867,25.04,36.43,30.64,159.09
28-04-2025 22:00,Varanasi,25.2799085,82.9795844,29.1,48.79,30.16,54.42
28-04-2025 23:00,Varanasi,25.307449,83.006867,23.9,39.01,29.73,169.69
28-04-2025 23:00,Varanasi,25.2799085,82.9795844,28.28,51,28.34,56.03
29-04-2025 00:00,Varanasi,25.307449,83.006867,22.26,41.49,27.03,148.58
29-04-2025 00:00,Varanasi,25.2799085,82.9795844,27.81,56.57,40.81,71.77
29-04-2025 01:00,Varanasi,25.307449,83.006867,25.29,52.46,34.07,175.81
29-04-2025 01:00,Varanasi,25.2799085,82.9795844,27.1,63.3,36.52,65.14
29-04-2025 02:00,Varanasi,25.307449,83.006867,28.28,59.83,35.01,187.68
29-04-2025 02:00,Varanasi,25.2799085,82.9795844,26.71,67.09,40.26,62.54
29-04-2025 03:00,Varanasi,25.307449,83.006867,28.18,60.84,34.02,148.25
29-04-2025 03:00,Varanasi,25.2799085,82.9795844,26.53,68.1,37.33,53.05
29-04-2025 04:00,Varanasi,25.307449,83.006867,28.44,61.59,36.85,169.19
29-04-2025 04:00,Varanasi,25.2799085,82.9795844,26.51,68.05,37.76,58.54
29-04-2025 05:00,Varanasi,25.307449,83.006867,28.73,61.24,37.34,169.33
29-04-2025 05:00,Varanasi,25.2799085,82.9795844,26.43,68.48,35.47,53.13
29-04-2025 06:00,Varanasi,25.307449,83.006867,29.25,59.74,39.31,167.35
29-04-2025 06:00,Varanasi,25.2799085,82.9795844,20.89,51.64,26.23,48.72
29-04-2025 07:00,Varanasi,25.307449,83.006867,30.47,56.31,37.92,183.57
29-04-2025 07:00,Varanasi,25.2799085,82.9795844,20.88,48.64,29.41,61.67
29-04-2025 08:00,Varanasi,25.307449,83.006867,32.17,51.31,37.65,193.34
29-04-2025 08:00,Varanasi,25.2799085,82.9795844,23.01,47.69,33.24,85.28
29-04-2025 09:00,Varanasi,25.307449,83.006867,34.62,44.72,33.3,115.55
29-04-2025 09:00,Varanasi,25.2799085,82.9795844,22.9,39.18,25.3,59.13
29-04-2025 10:00,Varanasi,25.307449,83.006867,37.43,37.87,34.93,124.09
29-04-2025 10:00,Varanasi,25.2799085,82.9795844,24.69,34.62,25.88,57.73
29-04-2025 11:00,Varanasi,25.307449,83.006867,40.92,30.82,41.27,121.5
29-04-2025 11:00,Varanasi,25.2799085,82.9795844,27.44,31.64,28.29,56.01
29-04-2025 12:00,Varanasi,25.307449,83.006867,43.19,26.09,39.6,152.07
29-04-2025 12:00,Varanasi,25.2799085,82.9795844,30.25,27.58,31.15,63.21
29-04-2025 13:00,Varanasi,25.307449,83.006867,44.24,23.89,30.42,129.41
29-04-2025 13:00,Varanasi,25.2799085,82.9795844,32.07,24.54,25.91,57.44
29-04-2025 14:00,Varanasi,25.307449,83.006867,44.46,23.32,27.88,159.14
29-04-2025 14:00,Varanasi,25.2799085,82.9795844,34.09,23.57,24.04,31.95
29-04-2025 15:00,Varanasi,25.307449,83.006867,43.28,25.02,28.35,68.46
29-04-2025 15:00,Varanasi,25.2799085,82.9795844,34.63,23.91,24.23,57.52
29-04-2025 16:00,Varanasi,25.307449,83.006867,40.42,30.11,25.13,123.49
29-04-2025 16:00,Varanasi,25.306425,82.950814,29.74,31.9,25.95,108.48
29-04-2025 16:00,Varanasi,25.2799085,82.9795844,35.74,30.04,29.02,66.21
29-04-2025 16:00,Varanasi,25.30653681,82.95087512,,15.19,13.97,49.09
29-04-2025 17:00,Varanasi,25.307449,83.006867,33.45,32.27,25.51,110.31
29-04-2025 17:00,Varanasi,25.306425,82.950814,29.33,29.09,23.89,110.54
29-04-2025 17:00,Varanasi,25.2799085,82.9795844,33.65,35.57,32.62,77.45
29-04-2025 17:00,Varanasi,25.30653681,82.95087512,,15.15,13.18,45.47
29-04-2025 18:00,Varanasi,25.307449,83.006867,25.53,31.02,24.92,56.53
29-04-2025 18:00,Varanasi,25.306425,82.950814,27.64,32.34,26.49,65.13
29-04-2025 18:00,Varanasi,25.2799085,82.9795844,33.59,41.1,33.22,77.12
29-04-2025 18:00,Varanasi,25.30653681,82.95087512,,18.6,15.01,46.37
29-04-2025 19:00,Varanasi,25.307449,83.006867,27.45,37.69,31.85,72.01
29-04-2025 19:00,Varanasi,25.306425,82.950814,28.09,38.19,31.78,76.5
29-04-2025 19:00,Varanasi,25.2799085,82.9795844,31.01,43.31,47.29,92.26
29-04-2025 19:00,Varanasi,25.30653681,82.95087512,,20.99,18.71,56.74
29-04-2025 20:00,Varanasi,25.307449,83.006867,23.25,34.53,30.5,108.65
29-04-2025 20:00,Varanasi,25.306425,82.950814,25.15,37.47,31.26,129.79
29-04-2025 20:00,Varanasi,25.2799085,82.9795844,29.88,46.98,41.79,83.81
29-04-2025 20:00,Varanasi,25.30653681,82.95087512,,20.96,17.68,60.17
29-04-2025 21:00,Varanasi,25.307449,83.006867,23.19,37.75,27.3,102.46
29-04-2025 21:00,Varanasi,25.306425,82.950814,25.73,40.06,30.99,119.93
29-04-2025 21:00,Varanasi,25.2799085,82.9795844,29.65,46.26,36.59,72.48
29-04-2025 21:00,Varanasi,25.30653681,82.95087512,,21.82,17.47,62.35
29-04-2025 22:00,Varanasi,25.307449,83.006867,23.74,40.14,29.37,179.82
29-04-2025 22:00,Varanasi,25.306425,82.950814,25.21,42.79,30.55,195.27
29-04-2025 22:00,Varanasi,25.2799085,82.9795844,30.19,51.96,38.61,81.16
29-04-2025 22:00,Varanasi,25.30653681,82.95087512,,22.81,16.14,52.02
29-04-2025 23:00,Varanasi,25.307449,83.006867,23.28,40.59,28.86,138.29
29-04-2025 23:00,Varanasi,25.306425,82.950814,27.85,49.45,32.49,177.76
29-04-2025 23:00,Varanasi,25.2799085,82.9795844,29.69,53.57,38.23,66.87
29-04-2025 23:00,Varanasi,25.30653681,82.95087512,,27.6,18.51,146.77
30-04-2025 00:00,Varanasi,25.307449,83.006867,17.71,33.51,25.49,81.67
30-04-2025 00:00,Varanasi,25.306425,82.950814,27.03,49.93,35.56,137.9
30-04-2025 00:00,Varanasi,25.2799085,82.9795844,29.36,54.46,42.12,73.62
30-04-2025 00:00,Varanasi,25.30653681,82.95087512,,29.41,21.4,59.41
30-04-2025 03:00,Varanasi,25.307449,83.006867,28.47,60.4,41.16,102.25
30-04-2025 03:00,Varanasi,25.2799085,82.9795844,27.68,61.11,31.48,60.33
30-04-2025 04:00,Varanasi,25.307449,83.006867,21.08,46.38,25.05,65.66
30-04-2025 04:00,Varanasi,25.306425,82.950814,26.22,59.29,31.9,86.93
30-04-2025 04:00,Varanasi,25.2799085,82.9795844,24.83,57.29,27.96,50.98
30-04-2025 04:00,Varanasi,25.30653681,82.95087512,,34.23,17.76,49.08
30-04-2025 05:00,Varanasi,25.307449,83.006867,20.84,48.63,23.93,88.42
30-04-2025 05:00,Varanasi,25.306425,82.950814,25.48,61.59,35.39,118.06
30-04-2025 05:00,Varanasi,25.2799085,82.9795844,26.02,64.17,36.63,60.81
30-04-2025 05:00,Varanasi,25.30653681,82.95087512,,34.91,19.71,54.21
30-04-2025 06:00,Varanasi,25.307449,83.006867,21.97,52.49,24.73,105.46
30-04-2025 06:00,Varanasi,25.306425,82.950814,25.45,62.95,29.97,130.37
30-04-2025 06:00,Varanasi,25.2799085,82.9795844,25.2,64.11,33.98,59.84
30-04-2025 06:00,Varanasi,25.30653681,82.95087512,,38.77,18.9,57.2
30-04-2025 07:00,Varanasi,25.307449,83.006867,23.57,53.43,28.21,115
30-04-2025 07:00,Varanasi,25.306425,82.950814,27.38,62.47,32.84,138.13
30-04-2025 07:00,Varanasi,25.2799085,82.9795844,24.59,61.38,35.76,65.4
30-04-2025 07:00,Varanasi,25.30653681,82.95087512,,36.01,19.01,74.17
30-04-2025 08:00,Varanasi,25.307449,83.006867,23.91,43.07,28.08,120.96
30-04-2025 08:00,Varanasi,25.306425,82.950814,30.04,57.12,35.91,162.04
30-04-2025 08:00,Varanasi,25.2799085,82.9795844,26.47,59.2,34.27,73.69
30-04-2025 08:00,Varanasi,25.30653681,82.95087512,,35.82,22.46,83.65
30-04-2025 09:00,Varanasi,25.307449,83.006867,25.08,37.93,30.36,126.29
30-04-2025 09:00,Varanasi,25.306425,82.950814,31.97,48.19,39.38,169.79
30-04-2025 09:00,Varanasi,25.2799085,82.9795844,27.92,50.56,33.03,75.98
30-04-2025 09:00,Varanasi,25.30653681,82.95087512,,27.19,22.48,76.89
30-04-2025 10:00,Varanasi,25.307449,83.006867,26.39,29.93,26.3,70.16
30-04-2025 10:00,Varanasi,25.306425,82.950814,35.62,39.19,34.26,96.3
30-04-2025 10:00,Varanasi,25.2799085,82.9795844,33.16,44.27,38.23,76.61
30-04-2025 10:00,Varanasi,25.30653681,82.95087512,,23.25,20.37,60.39
30-04-2025 11:00,Varanasi,25.307449,83.006867,30.66,26.24,30.56,66.16
30-04-2025 11:00,Varanasi,25.306425,82.950814,37.77,32.06,33.72,87.85
30-04-2025 11:00,Varanasi,25.2799085,82.9795844,34.55,38.57,35.49,80.81
30-04-2025 11:00,Varanasi,25.30653681,82.95087512,,19.3,19.69,173.75
30-04-2025 12:00,Varanasi,25.307449,83.006867,33.01,24.27,22.21,54.89
30-04-2025 12:00,Varanasi,25.306425,82.950814,40.08,28.46,28.29,69.88
30-04-2025 12:00,Varanasi,25.2799085,82.9795844,36.66,33.94,36.78,73.11
30-04-2025 12:00,Varanasi,25.30653681,82.95087512,,15.76,15.44,55.43
30-04-2025 12:00,Varanasi,25.310864,82.994804,34.98,37.27,27.56,67.29
30-04-2025 13:00,Varanasi,25.307449,83.006867,31.46,21.56,17.3,100.94
30-04-2025 13:00,Varanasi,25.306425,82.950814,41.47,26.64,23.77,143.04
30-04-2025 13:00,Varanasi,25.2799085,82.9795844,38.54,29.79,32.26,63.9
30-04-2025 13:00,Varanasi,25.30653681,82.95087512,,14.15,12.38,48.08
30-04-2025 13:00,Varanasi,25.310864,82.994804,38.01,35.45,24.86,140.93
30-04-2025 14:00,Varanasi,25.307449,83.006867,36.29,22.23,22.14,137.64
30-04-2025 14:00,Varanasi,25.306425,82.950814,39.45,23.81,21.56,149.77
30-04-2025 14:00,Varanasi,25.2799085,82.9795844,39.59,27.54,27.85,79.04
30-04-2025 14:00,Varanasi,25.30653681,82.95087512,,11.63,10.46,45.3
30-04-2025 14:00,Varanasi,25.310864,82.994804,39.37,32.94,25.96,171.28
30-04-2025 15:00,Varanasi,25.307449,83.006867,36.25,22.55,20.41,134.2
30-04-2025 15:00,Varanasi,25.306425,82.950814,30.85,19.89,15.97,115.14
30-04-2025 15:00,Varanasi,25.2799085,82.9795844,40.24,26.62,24.89,86.65
30-04-2025 15:00,Varanasi,25.310864,82.994804,39.42,33.82,24.06,161.21
30-04-2025 16:00,Varanasi,25.307449,83.006867,32.96,24.44,19.82,110.97
30-04-2025 16:00,Varanasi,25.306425,82.950814,29.01,22.1,21.24,103.85
30-04-2025 16:00,Varanasi,25.2799085,82.9795844,37.02,28.26,29.59,68.21
30-04-2025 16:00,Varanasi,25.310864,82.994804,37.59,38.96,25.88,143.27
30-04-2025 17:00,Varanasi,25.307449,83.006867,34.9,34.15,29.1,116.92
30-04-2025 17:00,Varanasi,25.306425,82.950814,31.61,31.12,26.07,105.21
30-04-2025 17:00,Varanasi,25.2799085,82.9795844,35.76,33.67,32.54,61.99
30-04-2025 17:00,Varanasi,25.30653681,82.95087512,,13.64,11.15,155.47
30-04-2025 17:00,Varanasi,25.310864,82.994804,36.41,43.22,27.01,126.09
30-04-2025 18:00,Varanasi,25.307449,83.006867,30.09,36.13,28.57,101.04
30-04-2025 18:00,Varanasi,25.306425,82.950814,32.55,37.82,32.97,113.95
30-04-2025 18:00,Varanasi,25.2799085,82.9795844,32.32,39.11,32.15,63.91
30-04-2025 18:00,Varanasi,25.30653681,82.95087512,,19.43,16.82,66.8
30-04-2025 18:00,Varanasi,25.310864,82.994804,29.79,38.64,24.05,96.45
30-04-2025 19:00,Varanasi,25.307449,83.006867,26.6,36.18,28.24,105.28
30-04-2025 19:00,Varanasi,25.306425,82.950814,31.92,41.94,32.58,132.33
30-04-2025 19:00,Varanasi,25.2799085,82.9795844,32.66,42.32,36.31,68.84
30-04-2025 19:00,Varanasi,25.30653681,82.95087512,,23.12,17.91,99.31
30-04-2025 19:00,Varanasi,25.310864,82.994804,27.42,39.19,24.93,103.11
30-04-2025 20:00,Varanasi,25.307449,83.006867,27.97,41.36,30.89,127.3
30-04-2025 20:00,Varanasi,25.306425,82.950814,32.08,45.89,36.88,153.98
30-04-2025 20:00,Varanasi,25.2799085,82.9795844,32.12,44.99,42.37,76.5
30-04-2025 20:00,Varanasi,25.30653681,82.95087512,,25.93,21.28,77.96
30-04-2025 20:00,Varanasi,25.310864,82.994804,28.1,44.32,34,129.96
30-04-2025 21:00,Varanasi,25.307449,83.006867,26.37,41.1,28.08,96.96
30-04-2025 21:00,Varanasi,25.306425,82.950814,31.45,48.75,38.84,125.07
30-04-2025 21:00,Varanasi,25.2799085,82.9795844,32.43,48.51,43.27,70.22
30-04-2025 21:00,Varanasi,25.30653681,82.95087512,,25.25,21.01,69.89
30-04-2025 21:00,Varanasi,25.310864,82.994804,28.89,48.94,37.46,113.44
30-04-2025 22:00,Varanasi,25.307449,83.006867,25.74,40.91,29.54,81.35
30-04-2025 22:00,Varanasi,25.306425,82.950814,30.76,50.25,41.33,112.32
30-04-2025 22:00,Varanasi,25.2799085,82.9795844,31.88,52.05,48.31,78.46
30-04-2025 22:00,Varanasi,25.30653681,82.95087512,,27.66,23.41,77.55
30-04-2025 22:00,Varanasi,25.310864,82.994804,26.05,45.18,29.19,84
30-04-2025 23:00,Varanasi,25.307449,83.006867,29.25,48.36,37.05,133.86
30-04-2025 23:00,Varanasi,25.306425,82.950814,30.06,51.21,41.3,149.73
30-04-2025 23:00,Varanasi,25.2799085,82.9795844,31.28,53.55,44.79,65.8
30-04-2025 23:00,Varanasi,25.30653681,82.95087512,,25.24,20.61,81.38
30-04-2025 23:00,Varanasi,25.310864,82.994804,25.03,44.44,32.06,110.95
01-05-2025 00:00,Varanasi,25.307449,83.006867,29.76,50.13,41.03,138.42
01-05-2025 00:00,Varanasi,25.306425,82.950814,30.05,53.5,53.36,157.08
01-05-2025 00:00,Varanasi,25.2799085,82.9795844,30.9,54.41,42.16,62.27
01-05-2025 00:00,Varanasi,25.30653681,82.95087512,,25.48,24.25,74.8
01-05-2025 00:00,Varanasi,25.310864,82.994804,28.67,54.04,38.89,131.2
01-05-2025 01:00,Varanasi,25.307449,83.006867,29.13,50.97,31.53,126.5
01-05-2025 01:00,Varanasi,25.306425,82.950814,29.4,54.38,42.16,143.74
01-05-2025 01:00,Varanasi,25.2799085,82.9795844,30.25,56.15,52.94,74.35
01-05-2025 01:00,Varanasi,25.30653681,82.95087512,,26.61,21.44,65.55
01-05-2025 01:00,Varanasi,25.310864,82.994804,25.4,48.6,32.73,112.46
01-05-2025 02:00,Varanasi,25.307449,83.006867,29.27,48.97,32.64,149.57
01-05-2025 02:00,Varanasi,25.306425,82.950814,27.71,53.8,33.9,145.52
01-05-2025 02:00,Varanasi,25.2799085,82.9795844,29.54,58.33,39.52,60.99
01-05-2025 02:00,Varanasi,25.30653681,82.95087512,,23.45,15.57,64.09
01-05-2025 02:00,Varanasi,25.310864,82.994804,25.76,51.9,29.93,134.94
01-05-2025 03:00,Varanasi,25.307449,83.006867,29.63,55.02,35.53,121.19
01-05-2025 03:00,Varanasi,25.306425,82.950814,28.89,58.22,44.15,133.02
01-05-2025 03:00,Varanasi,25.2799085,82.9795844,29.06,60.03,36.92,53.85
01-05-2025 03:00,Varanasi,25.30653681,82.95087512,,27.58,19.37,64.99
01-05-2025 03:00,Varanasi,25.310864,82.994804,26.62,57.58,30.36,107.61
01-05-2025 04:00,Varanasi,25.307449,83.006867,28.7,55.07,24.84,89.4
01-05-2025 04:00,Varanasi,25.306425,82.950814,28.42,60.21,30.87,99.21
01-05-2025 04:00,Varanasi,25.2799085,82.9795844,28.66,61.75,33.73,50.1
01-05-2025 04:00,Varanasi,25.30653681,82.95087512,,27.35,13.69,63
01-05-2025 04:00,Varanasi,25.310864,82.994804,24.47,54.86,23.74,78.42
01-05-2025 05:00,Varanasi,25.307449,83.006867,29.82,57.15,34.66,98.62
01-05-2025 05:00,Varanasi,25.306425,82.950814,27.89,62.93,31.85,97.06
01-05-2025 05:00,Varanasi,25.2799085,82.9795844,28.36,63.48,34.22,53.15
01-05-2025 05:00,Varanasi,25.30653681,82.95087512,,29.88,15.46,70.91
01-05-2025 05:00,Varanasi,25.310864,82.994804,23.74,55.01,26.36,76.81
01-05-2025 06:00,Varanasi,25.307449,83.006867,29.11,58.57,34.85,82.55
01-05-2025 06:00,Varanasi,25.306425,82.950814,24.46,55.36,27.85,71.43
01-05-2025 06:00,Varanasi,25.2799085,82.9795844,28.36,64.31,34.84,57.87
01-05-2025 06:00,Varanasi,25.30653681,82.95087512,,26.76,13.36,94.31
01-05-2025 06:00,Varanasi,25.310864,82.994804,25.65,60.53,26.09,67.9
01-05-2025 07:00,Varanasi,25.307449,83.006867,28.16,55.19,34.03,101.37
01-05-2025 07:00,Varanasi,25.306425,82.950814,29.47,60.03,34.41,104.85
01-05-2025 07:00,Varanasi,25.2799085,82.9795844,28.6,62.7,34.49,74.68
01-05-2025 07:00,Varanasi,25.30653681,82.95087512,,29.32,17.01,87.69
01-05-2025 07:00,Varanasi,25.310864,82.994804,24.4,54.08,28.19,85.33
01-05-2025 08:00,Varanasi,25.307449,83.006867,29.56,48.51,25.84,131.67
01-05-2025 08:00,Varanasi,25.306425,82.950814,32.05,52.94,36.31,164.66
01-05-2025 08:00,Varanasi,25.2799085,82.9795844,30.25,59.79,32.91,67.14
01-05-2025 08:00,Varanasi,25.30653681,82.95087512,,28.13,19.36,96.78
01-05-2025 08:00,Varanasi,25.310864,82.994804,27.46,52.01,30.36,135.46
01-05-2025 09:00,Varanasi,25.307449,83.006867,35.58,43.26,35.78,154.02
01-05-2025 09:00,Varanasi,25.306425,82.950814,31.58,42.08,31.13,137.37
01-05-2025 09:00,Varanasi,25.2799085,82.9795844,14.75,22.3,15.77,49.82
01-05-2025 09:00,Varanasi,25.30653681,82.95087512,,17.89,12.82,107.85
01-05-2025 09:00,Varanasi,25.310864,82.994804,29.99,42.85,25.32,121.98
01-05-2025 10:00,Varanasi,25.307449,83.006867,38.79,35.02,39.61,133.64
01-05-2025 10:00,Varanasi,25.306425,82.950814,27.08,25.08,35.71,104.59
01-05-2025 10:00,Varanasi,25.30653681,82.95087512,,11.53,12.99,52.32
01-05-2025 10:00,Varanasi,25.310864,82.994804,35.38,43.64,29.91,117.96
01-05-2025 11:00,Varanasi,25.307449,83.006867,40.98,30.12,36.94,106.05
01-05-2025 11:00,Varanasi,25.306425,82.950814,28.63,21.88,23.91,74.82
01-05-2025 11:00,Varanasi,25.2799085,82.9795844,29.44,28.81,23.91,51.08
01-05-2025 11:00,Varanasi,25.30653681,82.95087512,,9.57,9.15,46.19
01-05-2025 11:00,Varanasi,25.310864,82.994804,36.69,41.39,25.48,93.63
01-05-2025 12:00,Varanasi,25.307449,83.006867,43.33,27.65,38.51,75.87
01-05-2025 12:00,Varanasi,25.306425,82.950814,34.35,23.12,31.54,61.92
01-05-2025 12:00,Varanasi,25.2799085,82.9795844,32.17,28.45,28.19,42.94
01-05-2025 12:00,Varanasi,25.30653681,82.95087512,,10.66,13.21,56.79
01-05-2025 12:00,Varanasi,25.310864,82.994804,37.46,38.45,31.71,66.98
01-05-2025 13:00,Varanasi,25.307449,83.006867,43.33,26.44,29.95,70.58
01-05-2025 13:00,Varanasi,25.306425,82.950814,39.66,24.39,32.14,70.37
01-05-2025 13:00,Varanasi,25.2799085,82.9795844,31.77,24.88,24.82,48.57
01-05-2025 13:00,Varanasi,25.30653681,82.95087512,,12.4,15.55,55.24
01-05-2025 13:00,Varanasi,25.310864,82.994804,38.92,35.93,33.97,73.84
01-05-2025 14:00,Varanasi,25.307449,83.006867,42.8,26.61,28.08,65.26
01-05-2025 14:00,Varanasi,25.306425,82.950814,39.01,26.28,32.79,67.98
01-05-2025 14:00,Varanasi,25.2799085,82.9795844,32.99,25.98,22.8,41.15
01-05-2025 14:00,Varanasi,25.30653681,82.95087512,,9.28,8.55,36.48
01-05-2025 14:00,Varanasi,25.310864,82.994804,38.72,36.41,29.96,66.92
01-05-2025 15:00,Varanasi,25.307449,83.006867,43.14,28.46,32.21,76.39
01-05-2025 15:00,Varanasi,25.306425,82.950814,41.18,29.82,30.05,70.63
01-05-2025 15:00,Varanasi,25.2799085,82.9795844,38.4,31.68,24.88,42.72
01-05-2025 15:00,Varanasi,25.30653681,82.95087512,,14.95,17.88,45.83
01-05-2025 15:00,Varanasi,25.310864,82.994804,38.73,38.43,25.72,69.46
01-05-2025 16:00,Varanasi,25.307449,83.006867,40.12,30.05,41.56,104.23
01-05-2025 16:00,Varanasi,25.306425,82.950814,36.72,30.11,29.42,89.19
01-05-2025 16:00,Varanasi,25.2799085,82.9795844,36.58,32.08,23.76,40.45
01-05-2025 16:00,Varanasi,25.30653681,82.95087512,,13.17,12.28,42.46
01-05-2025 16:00,Varanasi,25.310864,82.994804,36.57,40.11,23.64,83.29
01-05-2025 17:00,Varanasi,25.307449,83.006867,37.99,33.88,31.86,87.5
01-05-2025 17:00,Varanasi,25.306425,82.950814,34.33,33.73,22.45,75.12
01-05-2025 17:00,Varanasi,25.2799085,82.9795844,35.01,34.63,26.68,42.64
01-05-2025 17:00,Varanasi,25.30653681,82.95087512,,15.21,10.62,41.06
01-05-2025 17:00,Varanasi,25.310864,82.994804,34,40.05,23.39,75.96
01-05-2025 18:00,Varanasi,25.307449,83.006867,35.59,34.54,29.56,90.92
01-05-2025 18:00,Varanasi,25.306425,82.950814,32.3,35.59,20.75,80.16
01-05-2025 18:00,Varanasi,25.2799085,82.9795844,30.78,34.34,24.63,40.34
01-05-2025 18:00,Varanasi,25.30653681,82.95087512,,14.69,9.28,50.35
01-05-2025 18:00,Varanasi,25.310864,82.994804,33.45,41.34,23.96,84.47
01-05-2025 19:00,Varanasi,25.307449,83.006867,34.5,36.42,35.95,123.09
01-05-2025 19:00,Varanasi,25.306425,82.950814,30.94,35.68,32.12,114.06
01-05-2025 19:00,Varanasi,25.2799085,82.9795844,32.33,39.34,33.59,55.34
01-05-2025 19:00,Varanasi,25.30653681,82.95087512,,16.22,15.25,51.37
01-05-2025 19:00,Varanasi,25.310864,82.994804,32.67,40.92,32.95,117.1
01-05-2025 20:00,Varanasi,25.307449,83.006867,33.56,37.9,28.61,141.61
01-05-2025 20:00,Varanasi,25.306425,82.950814,29.28,37.97,31.91,136.66
01-05-2025 20:00,Varanasi,25.2799085,82.9795844,31.04,43.43,45.36,71.97
01-05-2025 20:00,Varanasi,25.30653681,82.95087512,,16.71,14.9,51.94
01-05-2025 20:00,Varanasi,25.310864,82.994804,31.2,42.22,42.27,149.58
01-05-2025 21:00,Varanasi,25.307449,83.006867,34.32,35.91,30.26,152.33
01-05-2025 21:00,Varanasi,25.306425,82.950814,29.91,37.83,29.57,145.98
01-05-2025 21:00,Varanasi,25.2799085,82.9795844,29.64,39.52,30.85,56.98
01-05-2025 21:00,Varanasi,25.30653681,82.95087512,,15.94,12.59,63.74
01-05-2025 21:00,Varanasi,25.310864,82.994804,30,38.85,30.33,138.41
01-05-2025 22:00,Varanasi,25.307449,83.006867,32.57,38.91,29.91,143.73
01-05-2025 22:00,Varanasi,25.306425,82.950814,28.64,37.23,29.1,141.35
01-05-2025 22:00,Varanasi,25.2799085,82.9795844,28.82,39.78,29.41,52.72
01-05-2025 22:00,Varanasi,25.30653681,82.95087512,,15.65,13.39,53.28
01-05-2025 22:00,Varanasi,25.310864,82.994804,30.77,42.47,42.06,149
01-05-2025 23:00,Varanasi,25.307449,83.006867,31.69,41.28,35.3,127.42
01-05-2025 23:00,Varanasi,25.306425,82.950814,28.88,41.16,29.18,118.85
01-05-2025 23:00,Varanasi,25.2799085,82.9795844,28.84,42.13,38.06,61.07
01-05-2025 23:00,Varanasi,25.30653681,82.95087512,,16.79,13.48,50.29
01-05-2025 23:00,Varanasi,25.310864,82.994804,30.14,45.24,42.36,131.92
02-05-2025 00:00,Varanasi,25.307449,83.006867,31.79,40.87,39.29,305.11
02-05-2025 00:00,Varanasi,25.306425,82.950814,26.68,40.37,36.67,278.51
02-05-2025 00:00,Varanasi,25.2799085,82.9795844,27.04,41.76,36.55,60.51
02-05-2025 00:00,Varanasi,25.30653681,82.95087512,,17.27,15.71,68.46
02-05-2025 00:00,Varanasi,25.310864,82.994804,29.11,46.71,36.54,294.34
02-05-2025 01:00,Varanasi,25.307449,83.006867,30.93,43.7,39.52,224.8
02-05-2025 01:00,Varanasi,25.306425,82.950814,26.31,43.34,35.06,207.17
02-05-2025 01:00,Varanasi,25.2799085,82.9795844,26.57,44.22,34.18,54.77
02-05-2025 01:00,Varanasi,25.30653681,82.95087512,,18.92,15.56,58.96
02-05-2025 01:00,Varanasi,25.310864,82.994804,28.08,49.93,37.62,202.77
02-05-2025 02:00,Varanasi,25.307449,83.006867,30.17,45.93,37.61,204.55
02-05-2025 02:00,Varanasi,25.306425,82.950814,25.98,47.64,39.58,197.37
02-05-2025 02:00,Varanasi,25.2799085,82.9795844,26.95,49.51,38.24,51.33
02-05-2025 02:00,Varanasi,25.30653681,82.95087512,,18.8,14.84,59.46
02-05-2025 02:00,Varanasi,25.310864,82.994804,28.27,55.62,35.98,202.92
02-05-2025 03:00,Varanasi,25.307449,83.006867,29.53,46.35,37.27,61.62
02-05-2025 03:00,Varanasi,25.306425,82.950814,26.25,49.54,31.37,56.43
02-05-2025 03:00,Varanasi,25.2799085,82.9795844,24.9,47.51,29.97,43.1
02-05-2025 03:00,Varanasi,25.30653681,82.95087512,,19.89,12.83,47.3
02-05-2025 03:00,Varanasi,25.310864,82.994804,27.67,55.98,33.01,57.36
02-05-2025 04:00,Varanasi,25.307449,83.006867,28.7,48.12,37.89,88.85
02-05-2025 04:00,Varanasi,25.306425,82.950814,25.16,48.17,28.48,74.67
02-05-2025 04:00,Varanasi,25.2799085,82.9795844,24.8,50.16,33.04,52.62
02-05-2025 04:00,Varanasi,25.30653681,82.95087512,,20.52,12.96,42.42
02-05-2025 04:00,Varanasi,25.310864,82.994804,27.25,55.2,35.95,82.4
02-05-2025 05:00,Varanasi,25.307449,83.006867,27.45,50.87,33.91,134.07
02-05-2025 05:00,Varanasi,25.306425,82.950814,24.47,50.69,29.76,126.02
02-05-2025 05:00,Varanasi,25.2799085,82.9795844,22.9,49.61,30.84,46.88
02-05-2025 05:00,Varanasi,25.30653681,82.95087512,,25.06,15.11,48.77
02-05-2025 06:00,Varanasi,25.307449,83.006867,27.01,52.19,28.87,132.92
02-05-2025 06:00,Varanasi,25.306425,82.950814,25.01,50.37,30.93,131.3
02-05-2025 06:00,Varanasi,25.2799085,82.9795844,22.45,47.9,30.4,49.41
02-05-2025 06:00,Varanasi,25.30653681,82.95087512,,25.18,15.29,57.48
